sender,receiver,transaction_amount,transaction_date
CUST030802,CUST096445,9,2024-07-28
CUST030803,CUST076588,56,2024-09-01
CUST030804,CUST015612,9,2025-03-15
CUST030805,CUST004491,40,2024-09-19
CUST030806,CUST050005,29,2024-11-23
CUST030807,CUST060635,6,2024-09-25
CUST030808,CUST096850,13,2025-02-18
CUST030809,CUST006378,73,2024-07-02
CUST030810,CUST009904,67,2024-05-09
CUST030811,CUST014568,71,2024-10-19
CUST030812,CUST088422,26,2024-05-23
CUST030813,CUST093759,17,2024-05-29
CUST030814,CUST048557,40,2024-07-29
CUST030815,CUST026607,72,2024-09-18
CUST030816,CUST082977,16,2024-12-01
CUST030817,CUST002261,51,2024-06-09
CUST030818,CUST030268,63,2024-05-08
CUST030819,CUST092539,72,2024-06-26
CUST030820,CUST058370,67,2024-10-07
CUST030821,CUST050061,62,2024-08-14
CUST030822,CUST016834,73,2024-10-28
CUST030823,CUST003499,21,2024-08-15
CUST030824,CUST065311,100,2024-12-25
CUST030825,CUST046730,9,2024-12-17
CUST030826,CUST010519,23,2024-12-19
CUST030827,CUST078038,53,2025-02-15
CUST030828,CUST022255,99,2025-01-28
CUST030829,CUST099613,33,2024-05-01
CUST030830,CUST081439,92,2024-06-23
CUST030831,CUST099022,34,2024-12-19
CUST030832,CUST025546,27,2025-03-22
CUST030833,CUST003346,23,2024-12-18
CUST030834,CUST080907,84,2024-10-21
CUST030835,CUST056367,31,2025-04-11
CUST030836,CUST046722,66,2025-02-15
CUST030837,CUST059830,31,2024-11-06
CUST030838,CUST093768,78,2024-08-15
CUST030839,CUST009643,97,2024-09-09
CUST030840,CUST083376,99,2025-04-08
CUST030841,CUST089218,91,2024-10-13
CUST030842,CUST064534,37,2025-03-24
CUST030843,CUST072572,30,2025-03-14
CUST030844,CUST053383,13,2025-02-26
CUST030845,CUST033300,25,2024-04-26
CUST030846,CUST035036,34,2025-01-29
CUST030847,CUST023584,29,2025-03-12
CUST030848,CUST022106,40,2024-09-03
CUST030849,CUST081667,28,2024-07-08
CUST030850,CUST013737,63,2024-06-03
CUST030851,CUST042282,35,2025-04-21
CUST030852,CUST079352,97,2024-05-20
CUST030853,CUST089933,47,2025-01-13
CUST030854,CUST024313,29,2024-08-22
CUST030855,CUST077781,20,2025-02-13
CUST030856,CUST042669,55,2025-03-09
CUST030857,CUST055653,72,2025-02-24
CUST030858,CUST011719,63,2024-11-26
CUST030859,CUST082321,1,2024-08-07
CUST030860,CUST096220,42,2024-05-28
CUST030861,CUST043998,22,2024-04-23
CUST030862,CUST031429,61,2024-06-25
CUST030863,CUST058823,97,2025-03-24
CUST030864,CUST026491,30,2025-04-03
CUST030865,CUST050210,14,2024-12-26
CUST030866,CUST047352,77,2025-03-15
CUST030867,CUST041002,22,2024-05-04
CUST030868,CUST045857,57,2024-11-11
CUST030869,CUST016411,50,2025-01-10
CUST030870,CUST052686,81,2025-01-15
CUST030871,CUST035387,6,2025-01-16
CUST030872,CUST074899,49,2025-02-28
CUST030873,CUST089548,62,2025-03-03
CUST030874,CUST072579,43,2024-11-04
CUST030875,CUST025287,14,2024-12-20
CUST030876,CUST011392,80,2025-03-17
CUST030877,CUST027000,3,2025-01-18
CUST030878,CUST002019,96,2025-03-22
CUST030879,CUST012953,1,2024-10-19
CUST030880,CUST081777,10,2024-06-09
CUST030881,CUST086799,44,2024-10-05
CUST030882,CUST019283,63,2024-12-24
CUST030883,CUST087996,15,2024-06-20
CUST030884,CUST054355,44,2024-09-27
CUST030885,CUST017943,69,2024-08-12
CUST030886,CUST060939,73,2024-07-07
CUST030887,CUST001723,5,2024-05-30
CUST030888,CUST036821,7,2024-12-07
CUST030889,CUST067188,46,2024-06-11
CUST030890,CUST087143,44,2025-02-26
CUST030891,CUST034547,100,2024-05-30
CUST030892,CUST065031,83,2024-09-30
CUST030893,CUST066220,99,2024-08-24
CUST030894,CUST018395,62,2024-04-29
CUST030895,CUST058560,23,2025-03-03
CUST030896,CUST046706,30,2025-03-07
CUST030897,CUST084503,74,2024-10-12
CUST030898,CUST026470,34,2024-05-08
CUST030899,CUST074042,77,2024-07-13
CUST030900,CUST061339,68,2024-09-30
CUST030901,CUST005493,3,2025-02-26
CUST030902,CUST016828,5,2025-03-29
CUST030903,CUST027493,53,2024-11-26
CUST030904,CUST068803,42,2025-03-29
CUST030905,CUST071446,43,2025-03-08
CUST030906,CUST012870,99,2025-04-19
CUST030907,CUST039783,34,2025-02-07
CUST030908,CUST021864,41,2024-10-16
CUST030909,CUST061988,54,2024-07-21
CUST030910,CUST044056,68,2024-07-24
CUST030911,CUST073356,96,2024-11-11
CUST030912,CUST029137,58,2024-07-03
CUST030913,CUST014838,12,2024-06-24
CUST030914,CUST075593,55,2024-05-23
CUST030915,CUST000716,27,2024-05-30
CUST030916,CUST017276,17,2025-04-05
CUST030917,CUST020192,72,2024-08-28
CUST030918,CUST082421,64,2024-07-05
CUST030919,CUST060127,48,2025-04-14
CUST030920,CUST051793,20,2025-03-10
CUST030921,CUST008895,48,2024-05-01
CUST030922,CUST084254,77,2024-10-19
CUST030923,CUST084115,57,2024-09-25
CUST030924,CUST023322,72,2024-05-08
CUST030925,CUST024960,20,2025-02-17
CUST030926,CUST010516,30,2024-07-23
CUST030927,CUST074614,80,2024-07-01
CUST030928,CUST065197,94,2024-08-02
CUST030929,CUST021444,42,2024-06-01
CUST030930,CUST053551,99,2024-05-13
CUST030931,CUST075980,16,2024-08-14
CUST030932,CUST037209,11,2025-04-07
CUST030933,CUST001784,20,2025-01-20
CUST030934,CUST078650,33,2024-10-13
CUST030935,CUST070922,91,2024-09-14
CUST030936,CUST006983,95,2024-11-21
CUST030937,CUST078944,93,2025-03-09
CUST030938,CUST015317,61,2024-10-13
CUST030939,CUST090375,99,2024-11-08
CUST030940,CUST092744,30,2024-10-17
CUST030941,CUST093939,72,2024-09-05
CUST030942,CUST067967,16,2025-03-19
CUST030943,CUST002937,6,2024-07-12
CUST030944,CUST077401,5,2024-10-03
CUST030945,CUST090652,3,2024-11-02
CUST030946,CUST074844,35,2024-12-16
CUST030947,CUST006710,65,2024-11-08
CUST030948,CUST095391,30,2024-07-15
CUST030949,CUST020708,92,2025-01-15
CUST030950,CUST039385,79,2024-06-30
CUST030951,CUST035188,3,2024-05-11
CUST030952,CUST066936,6,2024-06-12
CUST030953,CUST042537,33,2024-11-24
CUST030954,CUST024189,39,2025-02-06
CUST030955,CUST014246,72,2024-08-06
CUST030956,CUST088908,32,2024-08-21
CUST030957,CUST032287,94,2024-06-18
CUST030958,CUST087230,70,2025-02-09
CUST030959,CUST034304,11,2024-09-16
CUST030960,CUST086674,97,2024-06-05
CUST030961,CUST041050,82,2024-09-26
CUST030962,CUST080902,90,2024-08-16
CUST030963,CUST056201,10,2024-10-25
CUST030964,CUST078987,99,2025-04-13
CUST030965,CUST069727,28,2024-08-08
CUST030966,CUST042862,39,2024-11-07
CUST030967,CUST043640,80,2024-12-19
CUST030968,CUST023938,85,2024-10-11
CUST030969,CUST059515,86,2025-02-27
CUST030970,CUST072989,85,2024-09-14
CUST030971,CUST003961,23,2025-01-20
CUST030972,CUST039603,97,2024-12-22
CUST030973,CUST095722,64,2024-10-11
CUST030974,CUST010565,29,2025-03-16
CUST030975,CUST065534,75,2024-09-23
CUST030976,CUST047511,47,2024-05-18
CUST030977,CUST005092,12,2025-02-23
CUST030978,CUST062336,98,2024-11-19
CUST030979,CUST030520,32,2024-08-05
CUST030980,CUST003711,20,2025-02-13
CUST030981,CUST063565,66,2025-01-30
CUST030982,CUST059978,14,2024-04-23
CUST030983,CUST064976,83,2024-12-12
CUST030984,CUST057615,70,2025-02-16
CUST030985,CUST007989,98,2024-12-22
CUST030986,CUST035755,19,2024-11-05
CUST030987,CUST093651,63,2024-10-21
CUST030988,CUST023075,17,2025-03-28
CUST030989,CUST021199,26,2024-06-01
CUST030990,CUST076046,6,2025-02-22
CUST030991,CUST025181,76,2025-02-21
CUST030992,CUST048069,13,2024-07-05
CUST030993,CUST016561,98,2024-11-02
CUST030994,CUST042675,2,2024-12-19
CUST030995,CUST065153,68,2024-11-07
CUST030996,CUST038939,87,2025-04-23
CUST030997,CUST035392,5,2024-10-09
CUST030998,CUST028732,69,2024-08-10
CUST030999,CUST084699,91,2024-09-10
CUST031000,CUST025237,19,2024-09-29
CUST031001,CUST037134,84,2025-04-20
CUST031002,CUST076916,44,2025-03-28
CUST031003,CUST004341,13,2024-07-15
CUST031004,CUST070292,24,2024-08-20
CUST031005,CUST048732,66,2025-01-17
CUST031006,CUST057429,75,2025-03-05
CUST031007,CUST052823,39,2024-06-25
CUST031008,CUST041867,42,2024-12-11
CUST031009,CUST085442,85,2025-02-14
CUST031010,CUST083796,53,2024-10-15
CUST031011,CUST096792,70,2024-12-12
CUST031012,CUST041814,27,2024-04-24
CUST031013,CUST097151,46,2025-03-19
CUST031014,CUST066043,16,2024-11-29
CUST031015,CUST074136,8,2024-08-30
CUST031016,CUST087311,97,2024-12-05
CUST031017,CUST008716,78,2024-09-29
CUST031018,CUST087534,22,2024-07-08
CUST031019,CUST055903,43,2024-07-25
CUST031020,CUST014784,41,2024-07-17
CUST031021,CUST096799,70,2025-03-21
CUST031022,CUST089013,15,2024-08-31
CUST031023,CUST067934,4,2024-06-23
CUST031024,CUST040681,10,2025-02-24
CUST031025,CUST093012,30,2024-12-12
CUST031026,CUST059180,59,2024-08-03
CUST031027,CUST099614,65,2025-01-07
CUST031028,CUST039971,14,2025-01-21
CUST031029,CUST073237,29,2025-01-25
CUST031030,CUST004719,17,2025-03-10
CUST031031,CUST027112,40,2025-03-17
CUST031032,CUST038719,84,2024-09-29
CUST031033,CUST075770,43,2024-05-08
CUST031034,CUST079708,94,2024-05-22
CUST031035,CUST010727,67,2024-11-28
CUST031036,CUST092305,78,2024-11-18
CUST031037,CUST017140,43,2024-06-09
CUST031038,CUST065682,43,2024-08-14
CUST031039,CUST044783,79,2025-03-23
CUST031040,CUST019959,100,2025-02-20
CUST031041,CUST091740,50,2024-10-28
CUST031042,CUST021308,5,2024-08-04
CUST031043,CUST069135,28,2024-09-17
CUST031044,CUST013584,11,2024-09-26
CUST031045,CUST017014,28,2024-06-29
CUST031046,CUST047985,56,2024-10-03
CUST031047,CUST044875,22,2024-06-13
CUST031048,CUST040198,96,2024-08-18
CUST031049,CUST009097,37,2024-09-27
CUST031050,CUST071092,35,2024-11-04
CUST031051,CUST098256,3,2025-03-09
CUST031052,CUST073534,36,2024-08-02
CUST031053,CUST076346,64,2025-04-22
CUST031054,CUST092902,30,2025-02-01
CUST031055,CUST025619,12,2024-09-11
CUST031056,CUST091501,55,2024-11-20
CUST031057,CUST009869,20,2024-12-07
CUST031058,CUST021883,80,2024-08-19
CUST031059,CUST020640,6,2024-09-27
CUST031060,CUST036964,69,2024-07-04
CUST031061,CUST060465,82,2024-10-23
CUST031062,CUST029471,73,2025-03-16
CUST031063,CUST070715,66,2024-07-27
CUST031064,CUST063671,63,2025-03-04
CUST031065,CUST076435,73,2024-11-07
CUST031066,CUST071103,95,2024-11-02
CUST031067,CUST020354,97,2024-05-30
CUST031068,CUST038189,63,2025-01-17
CUST031069,CUST033376,89,2024-11-08
CUST031070,CUST071211,44,2024-09-11
CUST031071,CUST022273,43,2024-08-19
CUST031072,CUST021717,42,2024-07-28
CUST031073,CUST089277,14,2024-09-12
CUST031074,CUST088707,56,2024-06-30
CUST031075,CUST035163,54,2024-08-21
CUST031076,CUST076588,89,2024-06-20
CUST031077,CUST073607,37,2024-05-05
CUST031078,CUST029473,35,2024-07-29
CUST031079,CUST058505,67,2024-07-14
CUST031080,CUST055442,9,2024-12-25
CUST031081,CUST061402,58,2024-12-13
CUST031082,CUST058836,81,2025-01-11
CUST031083,CUST056937,27,2025-02-05
CUST031084,CUST086519,69,2024-07-09
CUST031085,CUST031519,20,2024-11-14
CUST031086,CUST084936,14,2024-10-17
CUST031087,CUST054463,52,2025-03-10
CUST031088,CUST027314,78,2024-08-09
CUST031089,CUST016111,85,2024-08-22
CUST031090,CUST034817,46,2024-10-15
CUST031091,CUST061550,68,2024-12-10
CUST031092,CUST087890,97,2025-02-02
CUST031093,CUST028531,46,2024-11-24
CUST031094,CUST000894,4,2025-01-24
CUST031095,CUST094261,6,2024-10-09
CUST031096,CUST026886,13,2024-12-03
CUST031097,CUST044561,28,2025-04-11
CUST031098,CUST013614,83,2024-11-27
CUST031099,CUST079853,15,2025-01-14
CUST031100,CUST006088,26,2025-01-14
CUST031101,CUST035702,79,2025-03-09
CUST031102,CUST018666,47,2024-07-22
CUST031103,CUST099685,78,2025-03-22
CUST031104,CUST029623,26,2024-10-19
CUST031105,CUST095835,59,2024-09-17
CUST031106,CUST082404,54,2024-12-10
CUST031107,CUST041990,32,2025-02-18
CUST031108,CUST044742,2,2024-07-21
CUST031109,CUST078701,24,2024-11-23
CUST031110,CUST020164,54,2024-12-16
CUST031111,CUST071638,97,2024-07-18
CUST031112,CUST059176,63,2024-06-27
CUST031113,CUST033547,51,2024-09-30
CUST031114,CUST003476,75,2024-06-12
CUST031115,CUST070260,71,2025-04-07
CUST031116,CUST014891,14,2024-07-18
CUST031117,CUST023271,48,2025-04-21
CUST031118,CUST006714,94,2024-09-13
CUST031119,CUST093390,76,2025-03-25
CUST031120,CUST074138,5,2024-10-25
CUST031121,CUST065318,81,2024-05-27
CUST031122,CUST065118,86,2024-11-03
CUST031123,CUST082980,97,2024-09-26
CUST031124,CUST062595,35,2025-01-16
CUST031125,CUST083521,66,2024-08-28
CUST031126,CUST078272,82,2024-07-29
CUST031127,CUST084154,96,2024-09-07
CUST031128,CUST091765,48,2024-08-12
CUST031129,CUST056506,81,2024-06-16
CUST031130,CUST042258,71,2024-11-11
CUST031131,CUST079511,95,2024-08-22
CUST031132,CUST046493,47,2024-07-20
CUST031133,CUST076160,14,2025-02-27
CUST031134,CUST015396,100,2024-07-25
CUST031135,CUST072006,36,2025-04-04
CUST031136,CUST025041,7,2024-11-14
CUST031137,CUST068703,33,2025-02-18
CUST031138,CUST021638,93,2024-11-03
CUST031139,CUST067746,13,2024-06-30
CUST031140,CUST008748,6,2024-06-09
CUST031141,CUST098604,38,2025-03-31
CUST031142,CUST020251,80,2025-02-01
CUST031143,CUST090468,44,2024-08-30
CUST031144,CUST098868,87,2024-10-16
CUST031145,CUST077738,24,2025-01-19
CUST031146,CUST054041,83,2025-01-25
CUST031147,CUST031306,37,2025-03-31
CUST031148,CUST065319,98,2024-08-01
CUST031149,CUST064238,83,2025-04-08
CUST031150,CUST083111,60,2024-10-13
CUST031151,CUST096396,18,2024-04-30
CUST031152,CUST052363,66,2024-12-16
CUST031153,CUST010097,53,2024-11-14
CUST031154,CUST075765,24,2024-05-13
CUST031155,CUST009219,49,2025-02-15
CUST031156,CUST090368,84,2024-12-26
CUST031157,CUST084339,32,2025-02-12
CUST031158,CUST047382,23,2024-09-11
CUST031159,CUST084484,11,2025-02-15
CUST031160,CUST019336,45,2025-01-31
CUST031161,CUST046862,15,2024-04-27
CUST031162,CUST029908,2,2024-06-18
CUST031163,CUST082190,83,2025-03-01
CUST031164,CUST039388,77,2025-01-11
CUST031165,CUST087568,65,2024-06-26
CUST031166,CUST074656,74,2024-09-09
CUST031167,CUST057408,71,2024-07-25
CUST031168,CUST065263,1,2024-10-19
CUST031169,CUST004556,69,2025-03-15
CUST031170,CUST046096,23,2024-11-03
CUST031171,CUST064052,75,2024-08-02
CUST031172,CUST001043,78,2024-07-05
CUST031173,CUST004189,99,2025-02-16
CUST031174,CUST078597,59,2025-01-29
CUST031175,CUST058154,32,2024-11-03
CUST031176,CUST010234,100,2024-11-11
CUST031177,CUST003089,11,2024-08-21
CUST031178,CUST001647,40,2024-08-15
CUST031179,CUST013128,82,2024-12-28
CUST031180,CUST032616,54,2024-11-19
CUST031181,CUST066024,91,2024-07-22
CUST031182,CUST015454,75,2024-06-06
CUST031183,CUST052234,89,2024-12-21
CUST031184,CUST034516,8,2025-03-25
CUST031185,CUST058093,66,2024-11-22
CUST031186,CUST082448,37,2024-09-05
CUST031187,CUST065001,47,2024-07-29
CUST031188,CUST083088,64,2024-12-27
CUST031189,CUST061994,35,2024-08-01
CUST031190,CUST053763,62,2025-03-14
CUST031191,CUST081815,19,2025-01-23
CUST031192,CUST086393,96,2024-05-05
CUST031193,CUST077468,20,2024-07-02
CUST031194,CUST022189,97,2025-01-23
CUST031195,CUST066020,42,2024-10-05
CUST031196,CUST000452,64,2025-04-22
CUST031197,CUST004070,84,2024-09-05
CUST031198,CUST064275,44,2025-03-03
CUST031199,CUST013387,61,2024-07-25
CUST031200,CUST007208,60,2025-03-30
CUST031201,CUST038440,77,2024-08-14
CUST031202,CUST052286,23,2024-11-09
CUST031203,CUST018158,97,2024-11-10
CUST031204,CUST087543,1,2024-08-18
CUST031205,CUST074727,9,2024-10-02
CUST031206,CUST083986,46,2024-11-21
CUST031207,CUST041358,96,2024-05-04
CUST031208,CUST095215,73,2025-03-02
CUST031209,CUST014930,75,2024-05-26
CUST031210,CUST048748,23,2024-11-17
CUST031211,CUST007914,50,2025-01-21
CUST031212,CUST075532,99,2025-03-06
CUST031213,CUST026728,73,2024-09-07
CUST031214,CUST001947,49,2025-03-03
CUST031215,CUST061062,93,2024-07-22
CUST031216,CUST066931,45,2024-11-27
CUST031217,CUST061473,95,2025-03-13
CUST031218,CUST067958,92,2024-09-03
CUST031219,CUST085840,33,2025-04-17
CUST031220,CUST019468,99,2025-01-10
CUST031221,CUST024505,44,2024-06-16
CUST031222,CUST076517,97,2024-12-18
CUST031223,CUST001845,15,2025-03-16
CUST031224,CUST034573,54,2024-08-04
CUST031225,CUST084424,2,2025-03-13
CUST031226,CUST083814,43,2024-06-14
CUST031227,CUST022976,18,2024-08-05
CUST031228,CUST019450,73,2025-02-04
CUST031229,CUST019460,9,2024-11-15
CUST031230,CUST066796,35,2025-01-07
CUST031231,CUST018605,76,2024-10-06
CUST031232,CUST079396,70,2024-08-02
CUST031233,CUST060141,30,2024-11-14
CUST031234,CUST025363,58,2024-10-26
CUST031235,CUST027944,11,2024-08-26
CUST031236,CUST021320,7,2024-11-26
CUST031237,CUST051051,14,2024-12-06
CUST031238,CUST007698,76,2025-03-21
CUST031239,CUST088612,83,2024-05-10
CUST031240,CUST053656,12,2025-04-11
CUST031241,CUST096897,50,2024-11-17
CUST031242,CUST093697,82,2024-12-31
CUST031243,CUST028736,14,2024-05-27
CUST031244,CUST031294,37,2024-10-05
CUST031245,CUST069486,87,2024-05-04
CUST031246,CUST076196,86,2024-09-07
CUST031247,CUST008011,84,2024-10-09
CUST031248,CUST092306,89,2025-04-12
CUST031249,CUST089360,44,2024-12-30
CUST031250,CUST081937,15,2024-12-28
CUST031251,CUST040728,69,2024-12-12
CUST031252,CUST014788,4,2024-06-08
CUST031253,CUST073443,32,2024-09-08
CUST031254,CUST013304,24,2024-05-27
CUST031255,CUST066803,73,2025-01-06
CUST031256,CUST098783,34,2024-07-22
CUST031257,CUST053449,7,2024-04-30
CUST031258,CUST069514,67,2024-12-30
CUST031259,CUST006069,44,2025-03-25
CUST031260,CUST031228,12,2024-09-22
CUST031261,CUST012741,53,2025-03-29
CUST031262,CUST088334,15,2025-04-02
CUST031263,CUST064746,38,2024-09-03
CUST031264,CUST007792,97,2025-04-18
CUST031265,CUST000486,5,2024-09-28
CUST031266,CUST045049,31,2025-03-11
CUST031267,CUST030696,59,2024-05-15
CUST031268,CUST037442,19,2024-05-15
CUST031269,CUST000338,97,2024-08-26
CUST031270,CUST090973,9,2024-08-31
CUST031271,CUST015093,59,2024-07-19
CUST031272,CUST056053,64,2024-05-15
CUST031273,CUST001472,32,2024-07-19
CUST031274,CUST051195,26,2024-11-16
CUST031275,CUST044389,71,2024-10-11
CUST031276,CUST093233,10,2025-02-08
CUST031277,CUST072026,87,2024-09-06
CUST031278,CUST058046,75,2024-10-24
CUST031279,CUST073393,62,2025-04-05
CUST031280,CUST094148,75,2024-04-28
CUST031281,CUST061089,79,2024-10-12
CUST031282,CUST074902,38,2024-07-17
CUST031283,CUST099910,8,2024-11-05
CUST031284,CUST005665,99,2024-06-08
CUST031285,CUST088860,45,2025-02-06
CUST031286,CUST091992,80,2025-03-15
CUST031287,CUST005380,30,2024-08-03
CUST031288,CUST067661,37,2024-11-22
CUST031289,CUST031537,35,2024-10-09
CUST031290,CUST004992,72,2024-11-08
CUST031291,CUST072331,53,2024-12-23
CUST031292,CUST094755,51,2025-03-31
CUST031293,CUST096650,45,2024-10-12
CUST031294,CUST093514,4,2024-09-26
CUST031295,CUST028360,3,2025-03-20
CUST031296,CUST049303,27,2024-09-03
CUST031297,CUST018044,27,2024-09-29
CUST031298,CUST088060,78,2025-02-16
CUST031299,CUST009071,15,2024-08-10
CUST031300,CUST072736,46,2025-04-11
CUST031301,CUST084240,92,2024-09-11
CUST031302,CUST084804,35,2025-04-16
CUST031303,CUST014134,94,2024-06-24
CUST031304,CUST056956,30,2024-05-15
CUST031305,CUST028572,43,2024-06-16
CUST031306,CUST026992,2,2024-10-03
CUST031307,CUST077116,49,2024-05-04
CUST031308,CUST049742,1,2024-10-26
CUST031309,CUST098892,19,2024-05-26
CUST031310,CUST084540,32,2024-12-19
CUST031311,CUST021872,83,2025-01-17
CUST031312,CUST006224,53,2024-04-30
CUST031313,CUST014198,30,2024-08-02
CUST031314,CUST074924,63,2024-06-17
CUST031315,CUST092439,11,2024-11-25
CUST031316,CUST080376,46,2024-06-15
CUST031317,CUST063197,85,2025-01-28
CUST031318,CUST079433,33,2024-12-16
CUST031319,CUST041526,87,2024-12-23
CUST031320,CUST016199,92,2024-05-23
CUST031321,CUST034525,78,2025-03-12
CUST031322,CUST094188,78,2024-05-19
CUST031323,CUST098173,3,2024-12-06
CUST031324,CUST099665,69,2024-08-27
CUST031325,CUST092681,14,2025-01-04
CUST031326,CUST084294,95,2024-08-28
CUST031327,CUST099500,29,2025-04-01
CUST031328,CUST018516,71,2024-07-31
CUST031329,CUST022028,3,2024-07-27
CUST031330,CUST013793,83,2024-08-27
CUST031331,CUST081314,79,2024-09-17
CUST031332,CUST085331,30,2024-06-02
CUST031333,CUST032545,4,2024-05-17
CUST031334,CUST084288,60,2024-07-21
CUST031335,CUST096560,68,2024-05-22
CUST031336,CUST085264,45,2024-05-10
CUST031337,CUST023666,69,2025-02-08
CUST031338,CUST031127,77,2024-06-18
CUST031339,CUST019482,12,2024-05-23
CUST031340,CUST091373,78,2025-01-04
CUST031341,CUST099638,54,2024-07-09
CUST031342,CUST023550,73,2024-12-26
CUST031343,CUST068873,84,2024-11-22
CUST031344,CUST073694,76,2024-10-09
CUST031345,CUST052237,70,2024-05-19
CUST031346,CUST063984,40,2024-06-17
CUST031347,CUST036156,32,2024-08-31
CUST031348,CUST037482,21,2024-07-03
CUST031349,CUST097104,2,2025-02-17
CUST031350,CUST067968,21,2024-05-27
CUST031351,CUST099321,64,2025-04-15
CUST031352,CUST082562,56,2024-06-04
CUST031353,CUST020447,75,2025-01-14
CUST031354,CUST008508,70,2024-09-04
CUST031355,CUST033209,99,2024-08-02
CUST031356,CUST017523,29,2024-07-25
CUST031357,CUST047403,15,2025-03-22
CUST031358,CUST025491,95,2024-09-07
CUST031359,CUST038012,11,2024-10-29
CUST031360,CUST035072,75,2024-08-23
CUST031361,CUST047755,67,2024-11-03
CUST031362,CUST095950,99,2024-08-25
CUST031363,CUST045103,46,2024-08-03
CUST031364,CUST014041,89,2024-12-18
CUST031365,CUST007047,40,2024-07-07
CUST031366,CUST039375,86,2025-03-16
CUST031367,CUST036190,12,2024-09-29
CUST031368,CUST083999,31,2024-06-10
CUST031369,CUST086071,52,2024-09-06
CUST031370,CUST034969,13,2024-11-14
CUST031371,CUST020936,32,2024-05-31
CUST031372,CUST055582,67,2025-03-28
CUST031373,CUST009010,47,2024-06-07
CUST031374,CUST046990,76,2025-01-15
CUST031375,CUST046877,41,2024-07-26
CUST031376,CUST067483,82,2025-04-06
CUST031377,CUST036725,94,2024-09-02
CUST031378,CUST051378,15,2025-03-26
CUST031379,CUST068862,50,2024-12-25
CUST031380,CUST008700,14,2024-07-24
CUST031381,CUST003746,15,2024-12-12
CUST031382,CUST044838,43,2024-12-29
CUST031383,CUST030795,86,2025-03-05
CUST031384,CUST090081,54,2024-08-17
CUST031385,CUST021199,65,2025-02-14
CUST031386,CUST057804,69,2024-09-13
CUST031387,CUST013490,73,2024-06-08
CUST031388,CUST050558,2,2024-07-02
CUST031389,CUST061440,84,2024-11-15
CUST031390,CUST022475,87,2024-12-01
